timestamp,co_level,air_quality,temperature,humidity,pressure,voc_level,latitude,longitude
82,0.18,0.09,33.78,33.03,993.72,18692,27.232715555555554,78.01417111111111
83,0.16,0.03,31.99,36.42,993.72,41802,27.232715555555554,78.0142011111111
84,0.07,0.02,33.32,30.03,993.72,13036,27.232715555555554,78.0142311111111
85,0.08,0.08,33.02,36.35,993.72,36898,27.232715555555554,78.01426111111111
86,0.11,0.01,34.5,42.19,993.72,28961,27.232715555555554,78.0142911111111
87,0.03,0.03,33.96,44.72,993.72,20011,27.232715555555554,78.0143211111111
88,0.06,0.09,32.27,44.26,993.72,37358,27.232715555555554,78.01435111111111
89,0.19,0.08,32.95,34.47,993.72,14564,27.232715555555554,78.0143811111111
90,0.18,0.06,33.85,35.52,993.72,37981,27.232735555555553,78.0141111111111
91,0.03,0.07,32.6,41.51,993.72,24550,27.232735555555553,78.0141411111111
92,0.08,0.06,33.64,35.96,993.72,36021,27.232735555555553,78.01417111111111
93,0.04,0.09,33.92,30.5,993.72,16459,27.232735555555553,78.0142011111111
94,0.17,0.08,33.69,41.7,993.72,33217,27.232735555555553,78.0142311111111
95,0.09,0.01,32.2,40.47,993.72,9808,27.232735555555553,78.01426111111111
96,0.14,0.09,33.96,31.86,993.72,39924,27.232735555555553,78.0142911111111
97,0.05,0.0,34.31,37.83,993.72,31884,27.232735555555553,78.0143211111111
98,0.04,0.05,34.2,30.07,993.72,24469,27.232735555555553,78.01435111111111
99,0.17,0.04,31.53,39.59,993.72,41932,27.232735555555553,78.0143811111111
100,0.05,0.07,32.7,37.92,993.72,15783,27.232755555555553,78.0141111111111
101,0.08,0.1,32.61,40.56,993.72,27907,27.232755555555553,78.0141411111111
102,0.16,0.07,34.49,40.11,993.72,32088,27.232755555555553,78.01417111111111
103,0.14,0.02,31.89,32.32,993.72,21425,27.232755555555553,78.0142011111111
104,0.12,0.02,33.46,35.0,993.72,24530,27.232755555555553,78.0142311111111
105,0.09,0.09,32.39,34.72,993.72,20938,27.232755555555553,78.01426111111111
106,0.11,0.07,34.21,39.15,993.72,31207,27.232755555555553,78.0142911111111
107,0.06,0.06,32.32,40.97,993.72,41959,27.232755555555553,78.0143211111111
108,0.0,0.0,33.18,42.91,993.72,21638,27.232755555555553,78.01435111111111
109,0.08,0.08,33.9,29.32,993.72,33156,27.232755555555553,78.0143811111111
110,0.0,0.06,33.0,27.14,993.72,34700,27.232775555555552,78.0141111111111
111,0.03,0.03,33.44,31.12,993.72,9526,27.232775555555552,78.0141411111111
112,0.12,0.06,33.23,29.34,993.72,19407,27.232775555555552,78.01417111111111
113,0.19,0.06,32.42,30.41,993.72,14193,27.232775555555552,78.0142011111111
114,0.06,0.0,33.51,41.15,993.72,32423,27.232775555555552,78.0142311111111
115,0.17,0.0,31.9,42.38,993.72,6964,27.232775555555552,78.01426111111111
116,0.17,0.01,31.82,39.8,993.72,10588,27.232775555555552,78.0142911111111
117,0.19,0.01,33.01,30.42,993.72,22080,27.232775555555552,78.0143211111111
118,0.12,0.08,32.82,41.32,993.72,33331,27.232775555555552,78.01435111111111
119,0.13,0.05,32.02,44.18,993.72,35733,27.232775555555552,78.0143811111111
120,0.19,0.09,31.6,31.33,993.72,23784,27.232795555555555,78.0141111111111
121,0.07,0.09,32.64,40.01,993.72,23160,27.232795555555555,78.0141411111111
122,0.02,0.1,34.22,29.96,993.72,7764,27.232795555555555,78.01417111111111
123,0.02,0.02,32.0,39.14,993.72,33477,27.232795555555555,78.0142011111111
124,0.08,0.08,33.4,36.9,993.72,15619,27.232795555555555,78.0142311111111
125,0.15,0.08,32.54,27.66,993.72,32036,27.232795555555555,78.01426111111111
126,0.16,0.03,34.03,30.69,993.72,16004,27.232795555555555,78.0142911111111
127,0.04,0.06,33.02,40.51,993.72,22300,27.232795555555555,78.0143211111111
128,0.08,0.09,33.05,34.86,993.72,8122,27.232795555555555,78.01435111111111
129,0.06,0.04,33.3,37.19,993.72,29826,27.232795555555555,78.0143811111111
130,0.16,0.06,33.02,30.05,993.72,10073,27.232815555555554,78.0141111111111
131,0.0,0.05,33.7,33.14,993.72,15483,27.232815555555554,78.0141411111111
132,0.15,0.07,34.21,39.99,993.72,7296,27.232815555555554,78.01417111111111
133,0.02,0.02,33.23,43.35,993.72,13442,27.232815555555554,78.0142011111111
134,0.07,0.02,32.27,30.71,993.72,35791,27.232815555555554,78.0142311111111
135,0.1,0.07,31.86,40.34,993.72,29060,27.232815555555554,78.01426111111111
136,0.1,0.02,33.08,28.15,993.72,33818,27.232815555555554,78.0142911111111
137,0.08,0.02,33.24,27.32,993.72,22026,27.232815555555554,78.0143211111111
138,0.15,0.08,33.41,35.1,993.72,14419,27.232815555555554,78.01435111111111
139,0.0,0.05,34.34,44.56,993.72,35601,27.232815555555554,78.0143811111111
140,0.19,0.02,31.62,31.04,993.72,36047,27.232835555555553,78.0141111111111
141,0.11,0.09,32.32,43.07,993.72,13197,27.232835555555553,78.0141411111111
142,0.18,0.08,32.42,42.82,993.72,21672,27.232835555555553,78.01417111111111
143,0.05,0.08,32.28,38.69,993.72,16467,27.232835555555553,78.0142011111111
144,0.11,0.04,34.15,30.97,993.72,42737,27.232835555555553,78.0142311111111
145,0.18,0.0,31.87,40.37,993.72,34790,27.232835555555553,78.01426111111111
146,0.06,0.06,33.57,44.35,993.72,30753,27.232835555555553,78.0142911111111
147,0.08,0.1,32.36,34.79,993.72,38593,27.232835555555553,78.0143211111111
148,0.12,0.01,31.85,31.85,993.72,6904,27.232835555555553,78.01435111111111
149,0.04,0.08,33.01,44.27,993.72,41919,27.232835555555553,78.0143811111111
150,0.11,0.07,32.03,32.42,993.72,14100,27.232855555555552,78.0141111111111
151,0.02,0.08,32.19,36.13,993.72,23860,27.232855555555552,78.0141411111111
152,0.05,0.05,33.05,38.16,993.72,32167,27.232855555555552,78.01417111111111
153,0.09,0.03,34.33,31.88,993.72,15736,27.232855555555552,78.0142011111111
154,0.08,0.05,31.79,31.28,993.72,24771,27.232855555555552,78.0142311111111
155,0.1,0.02,32.89,42.88,993.72,25979,27.232855555555552,78.01426111111111
156,0.11,0.02,32.24,33.97,993.72,35598,27.232855555555552,78.0142911111111
157,0.07,0.05,33.23,33.36,993.72,18042,27.232855555555552,78.0143211111111
158,0.04,0.02,32.58,38.03,993.72,28302,27.232855555555552,78.01435111111111
159,0.02,0.02,33.27,35.53,993.72,15904,27.232855555555552,78.0143811111111
160,0.02,0.02,33.13,29.2,993.72,10914,27.23287555555555,78.0141111111111
161,0.16,0.04,33.19,29.78,993.72,14224,27.23287555555555,78.0141411111111
162,0.12,0.06,33.68,39.79,993.72,41098,27.23287555555555,78.01417111111111
163,0.02,0.03,33.49,32.62,993.72,30136,27.23287555555555,78.0142011111111
164,0.1,0.02,33.51,33.6,993.72,28534,27.23287555555555,78.0142311111111
165,0.14,0.05,32.87,30.07,993.72,24634,27.23287555555555,78.01426111111111
166,0.05,0.1,32.96,33.57,993.72,36707,27.23287555555555,78.0142911111111
167,0.07,0.08,33.16,42.56,993.72,33655,27.23287555555555,78.0143211111111
168,0.11,0.0,33.03,31.74,993.72,36286,27.23287555555555,78.01435111111111
169,0.11,0.1,31.94,36.21,993.72,9657,27.23287555555555,78.0143811111111
170,0.11,0.06,33.34,40.69,993.72,39941,27.232895555555555,78.0141111111111
171,0.17,0.1,34.04,43.76,993.72,20480,27.232895555555555,78.0141411111111
172,0.11,0.04,32.64,41.7,993.72,16791,27.232895555555555,78.01417111111111
173,0.07,0.04,32.7,29.86,993.72,17225,27.232895555555555,78.0142011111111
174,0.05,0.01,31.99,28.01,993.72,38312,27.232895555555555,78.0142311111111
175,0.07,0.08,33.33,27.73,993.72,36908,27.232895555555555,78.01426111111111
176,0.15,0.09,34.02,32.52,993.72,22573,27.232895555555555,78.0142911111111
177,0.03,0.09,32.75,43.36,993.72,27072,27.232895555555555,78.0143211111111
178,0.01,0.09,31.89,30.78,993.72,32480,27.232895555555555,78.01435111111111
179,0.1,0.05,31.96,38.84,993.72,39576,27.232895555555555,78.0143811111111
180,0.12,0.02,32.37,41.13,993.72,14322,27.232915555555554,78.0141111111111
181,0.09,0.03,32.52,40.26,993.72,30812,27.232915555555554,78.0141411111111
182,0.06,0.05,34.08,27.64,993.72,31985,27.232915555555554,78.01417111111111
183,0.1,0.01,33.26,28.44,993.72,20297,27.232915555555554,78.0142011111111
184,0.09,0.02,33.89,33.44,993.72,39780,27.232915555555554,78.0142311111111
185,0.18,0.09,33.66,41.09,993.72,15151,27.232915555555554,78.01426111111111
186,0.11,0.1,32.54,28.49,993.72,32450,27.232915555555554,78.0142911111111
187,0.08,0.07,33.55,31.21,993.72,42523,27.232915555555554,78.0143211111111
188,0.11,0.0,32.93,28.19,993.72,9934,27.232915555555554,78.01435111111111
189,0.02,0.04,32.06,40.69,993.72,38309,27.232915555555554,78.0143811111111
190,0.19,0.05,32.28,43.41,993.72,34385,27.232935555555553,78.0141111111111
191,0.15,0.04,34.16,36.77,993.72,41647,27.232935555555553,78.0141411111111
192,0.18,0.02,33.16,39.1,993.72,39374,27.232935555555553,78.01417111111111
193,0.1,0.03,34.29,42.76,993.72,9786,27.232935555555553,78.0142011111111
194,0.1,0.08,32.27,42.42,993.72,35944,27.232935555555553,78.0142311111111
195,0.17,0.03,31.72,28.57,993.72,22654,27.232935555555553,78.01426111111111
196,0.16,0.01,32.19,36.04,993.72,34039,27.232935555555553,78.0142911111111
197,0.17,0.01,31.8,31.09,993.72,8041,27.232935555555553,78.0143211111111
198,0.1,0.07,32.6,42.3,993.72,41809,27.232935555555553,78.01435111111111
199,0.05,0.08,33.23,43.63,993.72,11740,27.232935555555553,78.0143811111111
200,0.04,0.02,33.03,27.77,993.72,12765,27.232955555555552,78.0141111111111
201,0.17,0.07,31.64,36.14,993.72,13393,27.232955555555552,78.0141411111111
202,0.17,0.06,32.41,33.7,993.72,36826,27.232955555555552,78.01417111111111
203,0.04,0.04,33.56,28.15,993.72,30706,27.232955555555552,78.0142011111111
204,0.02,0.06,31.95,41.0,993.72,40202,27.232955555555552,78.0142311111111
205,0.03,0.1,34.21,33.67,993.72,42446,27.232955555555552,78.01426111111111
206,0.13,0.06,33.4,29.8,993.72,11505,27.232955555555552,78.0142911111111
207,0.09,0.01,32.0,38.93,993.72,24649,27.232955555555552,78.0143211111111
208,0.06,0.06,33.85,39.49,993.72,9392,27.232955555555552,78.01435111111111
209,0.16,0.06,34.2,34.33,993.72,16324,27.232955555555552,78.0143811111111
210,0.14,0.08,33.34,38.46,993.72,39385,27.23297555555555,78.0141111111111
211,0.04,0.09,32.52,42.72,993.72,12590,27.23297555555555,78.0141411111111
212,0.11,0.05,33.23,41.07,993.72,7982,27.23297555555555,78.01417111111111
213,0.03,0.02,32.97,36.02,993.72,33074,27.23297555555555,78.0142011111111
214,0.14,0.09,33.19,43.85,993.72,7921,27.23297555555555,78.0142311111111
215,0.19,0.03,32.03,33.41,993.72,39852,27.23297555555555,78.01426111111111
216,0.15,0.06,32.99,36.58,993.72,40718,27.23297555555555,78.0142911111111
217,0.05,0.01,32.15,38.21,993.72,32724,27.23297555555555,78.0143211111111
218,0.18,0.08,33.95,32.76,993.72,32703,27.23297555555555,78.01435111111111
219,0.12,0.04,32.0,32.53,993.72,42108,27.23297555555555,78.0143811111111
220,0.04,0.06,33.77,40.13,993.72,42479,27.232995555555554,78.0141111111111
221,0.03,0.0,31.99,40.9,993.72,28532,27.232995555555554,78.0141411111111
222,0.16,0.03,33.74,37.06,993.72,40974,27.232995555555554,78.01417111111111
223,0.18,0.01,32.13,38.37,993.72,11626,27.232995555555554,78.0142011111111
224,0.02,0.08,31.89,34.4,993.72,22604,27.232995555555554,78.0142311111111
225,0.01,0.06,34.41,32.07,993.72,20117,27.232995555555554,78.01426111111111
226,0.18,0.04,31.51,31.06,993.72,26935,27.232995555555554,78.0142911111111
227,0.06,0.01,31.78,42.81,993.72,16296,27.232995555555554,78.0143211111111
228,0.17,0.09,31.96,37.09,993.72,15929,27.232995555555554,78.01435111111111
229,0.13,0.07,32.69,27.59,993.72,14602,27.232995555555554,78.0143811111111
230,0.16,0.01,33.85,40.16,993.72,24287,27.233015555555554,78.0141111111111
231,0.16,0.06,32.06,30.69,993.72,17226,27.233015555555554,78.0141411111111
232,0.14,0.03,32.3,30.84,993.72,36559,27.233015555555554,78.01417111111111
233,0.17,0.05,32.52,29.38,993.72,25948,27.233015555555554,78.0142011111111
234,0.07,0.04,31.81,36.82,993.72,16110,27.233015555555554,78.0142311111111
235,0.09,0.04,33.46,30.5,993.72,23524,27.233015555555554,78.01426111111111
236,0.14,0.09,34.16,30.09,993.72,10244,27.233015555555554,78.0142911111111
237,0.1,0.05,32.33,35.92,993.72,20887,27.233015555555554,78.0143211111111
238,0.14,0.0,33.29,43.71,993.72,11620,27.233015555555554,78.01435111111111
239,0.18,0.09,32.4,34.68,993.72,33051,27.233015555555554,78.0143811111111
240,0.11,0.08,32.03,31.54,993.72,10473,27.233035555555553,78.0141111111111
241,0.05,0.0,32.89,35.06,993.72,10366,27.233035555555553,78.0141411111111
242,0.13,0.08,34.46,34.41,993.72,32642,27.233035555555553,78.01417111111111
243,0.15,0.06,34.45,42.28,993.72,14601,27.233035555555553,78.0142011111111
244,0.13,0.06,32.95,28.09,993.72,36099,27.233035555555553,78.0142311111111
245,0.05,0.09,31.55,40.99,993.72,7659,27.233035555555553,78.01426111111111
246,0.12,0.06,32.29,41.31,993.72,37789,27.233035555555553,78.0142911111111
247,0.14,0.09,33.54,34.03,993.72,6743,27.233035555555553,78.0143211111111
248,0.0,0.03,33.38,31.17,993.72,18690,27.233035555555553,78.01435111111111
249,0.11,0.07,33.67,43.44,993.72,18913,27.233035555555553,78.0143811111111
250,0.15,0.08,32.54,42.07,993.72,40258,27.233055555555552,78.0141111111111
251,0.17,0.03,33.0,31.79,993.72,9255,27.233055555555552,78.0141411111111
252,0.12,0.1,33.44,27.77,993.72,9968,27.233055555555552,78.01417111111111
253,0.07,0.08,32.92,29.99,993.72,14090,27.233055555555552,78.0142011111111
254,0.01,0.04,31.94,28.3,993.72,10983,27.233055555555552,78.0142311111111
255,0.12,0.0,31.93,42.13,993.72,33249,27.233055555555552,78.01426111111111
256,0.01,0.07,32.19,36.68,993.72,10847,27.233055555555552,78.0142911111111
257,0.06,0.03,34.35,28.14,993.72,33646,27.233055555555552,78.0143211111111
258,0.13,0.09,32.71,35.72,993.72,20482,27.233055555555552,78.01435111111111
259,0.16,0.05,32.81,42.48,993.72,36752,27.233055555555552,78.0143811111111
260,0.2,0.02,32.37,29.31,993.72,20409,27.233075555555555,78.0141111111111
261,0.14,0.09,33.33,35.87,993.72,10778,27.233075555555555,78.0141411111111
262,0.04,0.01,32.15,29.97,993.72,22222,27.233075555555555,78.01417111111111
263,0.02,0.02,32.73,41.1,993.72,30219,27.233075555555555,78.0142011111111
264,0.01,0.01,32.64,40.17,993.72,14757,27.233075555555555,78.0142311111111
265,0.15,0.07,32.94,32.34,993.72,33239,27.233075555555555,78.01426111111111
266,0.0,0.02,33.73,30.27,993.72,23150,27.233075555555555,78.0142911111111
267,0.12,0.02,33.25,32.29,993.72,6278,27.233075555555555,78.0143211111111
268,0.02,0.05,33.24,38.67,993.72,13782,27.233075555555555,78.01435111111111
269,0.17,0.06,34.29,33.69,993.72,9030,27.233075555555555,78.0143811111111
270,0.08,0.07,33.43,43.97,993.72,14487,27.233095555555554,78.0141111111111
271,0.13,0.07,32.34,42.68,993.72,28845,27.233095555555554,78.0141411111111
272,0.15,0.09,33.58,28.4,993.72,10937,27.233095555555554,78.01417111111111
273,0.12,0.04,32.04,31.58,993.72,41527,27.233095555555554,78.0142011111111
274,0.19,0.02,34.2,29.24,993.72,42956,27.233095555555554,78.0142311111111
275,0.06,0.04,32.93,31.18,993.72,40972,27.233095555555554,78.01426111111111
276,0.19,0.03,32.43,43.59,993.72,39546,27.233095555555554,78.0142911111111
277,0.15,0.06,33.15,30.18,993.72,36319,27.233095555555554,78.0143211111111
278,0.01,0.07,33.05,30.53,993.72,15147,27.233095555555554,78.01435111111111
279,0.02,0.05,33.24,35.21,993.72,17045,27.233095555555554,78.0143811111111
280,0.16,0.02,33.06,40.23,993.72,34831,27.233115555555553,78.0141111111111
281,0.18,0.08,32.48,38.29,993.72,27401,27.233115555555553,78.0141411111111
282,0.1,0.08,34.16,36.07,993.72,20786,27.233115555555553,78.01417111111111
283,0.03,0.01,32.55,35.08,993.72,18853,27.233115555555553,78.0142011111111
284,0.16,0.08,32.97,42.35,993.72,26385,27.233115555555553,78.0142311111111
285,0.16,0.01,33.09,34.28,993.72,14622,27.233115555555553,78.01426111111111
286,0.14,0.05,34.42,27.91,993.72,19969,27.233115555555553,78.0142911111111
287,0.02,0.09,34.0,44.41,993.72,20951,27.233115555555553,78.0143211111111
288,0.02,0.09,32.49,31.55,993.72,27437,27.233115555555553,78.01435111111111
289,0.03,0.0,31.89,30.58,993.72,21119,27.233115555555553,78.0143811111111
290,0.06,0.08,33.59,36.58,993.72,19718,27.233135555555553,78.0141111111111
291,0.17,0.04,34.42,39.74,993.72,13852,27.233135555555553,78.0141411111111
292,0.15,0.07,31.52,44.21,993.72,34538,27.233135555555553,78.01417111111111
293,0.01,0.04,33.82,44.08,993.72,16457,27.233135555555553,78.0142011111111
294,0.08,0.07,32.2,43.85,993.72,6525,27.233135555555553,78.0142311111111
295,0.07,0.03,34.39,32.06,993.72,35986,27.233135555555553,78.01426111111111
296,0.12,0.08,33.05,42.04,993.72,33458,27.233135555555553,78.0142911111111
297,0.2,0.03,33.77,40.4,993.72,39093,27.233135555555553,78.0143211111111
298,0.05,0.09,33.04,34.94,993.72,24324,27.233135555555553,78.01435111111111
299,0.0,0.02,32.83,30.89,993.72,24654,27.233135555555553,78.0143811111111
300,0.09,0.02,32.37,40.19,993.72,38921,27.233155555555552,78.0141111111111
301,0.06,0.08,32.74,27.79,993.72,11187,27.233155555555552,78.0141411111111
302,0.15,0.01,33.58,28.67,993.72,20144,27.233155555555552,78.01417111111111
303,0.03,0.01,31.53,41.85,993.72,34952,27.233155555555552,78.0142011111111
304,0.14,0.03,32.46,39.43,993.72,32643,27.233155555555552,78.0142311111111
305,0.13,0.09,32.98,40.09,993.72,32552,27.233155555555552,78.01426111111111
306,0.19,0.01,32.49,39.54,993.72,37475,27.233155555555552,78.0142911111111
307,0.0,0.05,33.51,32.38,993.72,29618,27.233155555555552,78.0143211111111
308,0.06,0.09,32.76,38.99,993.72,35836,27.233155555555552,78.01435111111111
309,0.11,0.04,33.53,34.45,993.72,16399,27.233155555555552,78.0143811111111
310,0.17,0.05,33.3,41.42,993.72,18286,27.233175555555555,78.0141111111111
311,0.03,0.08,32.74,44.98,993.72,22916,27.233175555555555,78.0141411111111
312,0.11,0.1,34.02,44.53,993.72,8057,27.233175555555555,78.01417111111111
313,0.04,0.06,32.78,30.76,993.72,28568,27.233175555555555,78.0142011111111
314,0.17,0.09,31.85,39.49,993.72,30581,27.233175555555555,78.0142311111111
315,0.14,0.1,33.14,29.82,993.72,39792,27.233175555555555,78.01426111111111
316,0.04,0.01,31.77,34.71,993.72,29084,27.233175555555555,78.0142911111111
317,0.07,0.09,32.39,33.38,993.72,40412,27.233175555555555,78.0143211111111
318,0.17,0.02,34.29,41.67,993.72,39652,27.233175555555555,78.01435111111111
319,0.14,0.08,33.89,40.91,993.72,42030,27.233175555555555,78.0143811111111
320,0.06,0.08,32.4,27.57,993.72,31146,27.233195555555554,78.0141111111111
321,0.15,0.02,32.5,33.27,993.72,6034,27.233195555555554,78.0141411111111
322,0.09,0.06,31.82,36.66,993.72,16724,27.233195555555554,78.01417111111111
323,0.02,0.06,33.34,40.11,993.72,33487,27.233195555555554,78.0142011111111
324,0.09,0.09,34.04,38.27,993.72,12617,27.233195555555554,78.0142311111111
325,0.07,0.07,34.19,34.85,993.72,30935,27.233195555555554,78.01426111111111
326,0.07,0.03,34.17,39.95,993.72,7805,27.233195555555554,78.0142911111111
327,0.18,0.02,31.96,32.6,993.72,42220,27.233195555555554,78.0143211111111
328,0.09,0.06,31.57,38.63,993.72,31018,27.233195555555554,78.01435111111111
329,0.14,0.08,32.31,36.47,993.72,39160,27.233195555555554,78.0143811111111
330,0.13,0.02,32.25,38.05,993.72,21374,27.233215555555553,78.0141111111111
331,0.16,0.0,33.13,34.77,993.72,26601,27.233215555555553,78.0141411111111
332,0.13,0.03,33.11,33.2,993.72,23668,27.233215555555553,78.01417111111111
333,0.07,0.06,33.27,33.5,993.72,32465,27.233215555555553,78.0142011111111
334,0.12,0.02,33.28,39.71,993.72,19401,27.233215555555553,78.0142311111111
335,0.12,0.06,33.24,28.6,993.72,25739,27.233215555555553,78.01426111111111
336,0.02,0.07,32.74,42.3,993.72,22049,27.233215555555553,78.0142911111111
337,0.11,0.02,32.51,32.59,993.72,15491,27.233215555555553,78.0143211111111
338,0.16,0.07,32.84,36.72,993.72,27520,27.233215555555553,78.01435111111111
